,Date,Crude_OK_WTI_Spot_Price_FOB_Per_Barrel,Crude_EuropeBrent_Spot_Price_FOB_Per_Barrel,ConvenGasoline_NY_Harbor_Reg_Spot_Price_FOB,ConvenGasoline_US_GulfCoast_Reg_Spot_Price_FOB,RBOBGasoline_LA_Reformulated_Reg_Spot_Price,HeatingOil_NY_Harbor2_Spot_Price_FOB,DieselFuelUltraLowSulfer2_NY_Harbor_Spot_Price,DieselFuelUltraLowSulfer2_US_GulfCoast_Spot_Price,DieselFuelUltraLowSulfer_CARB_LA_Spot_Price,KeroseneJetFuel_US_GulfCoast_Spot_Price_FOB,Propane_TX_MontBelvieu_Spot_Price_FOB
0,1986-01-15 00:00:00,0.545952380952381,,,,,,,,,,
1,1986-01-15 00:00:00,0.36809523809523814,,,,,,,,,,
2,1986-01-15 00:00:00,0.30023809523809525,,,,,,,,,,
3,1986-01-15 00:00:00,0.30023809523809525,,,,,,,,,,
4,1986-01-15 00:00:00,0.30023809523809525,,,,,,,,,,
5,1986-01-15 00:00:00,0.30023809523809525,,0.42,0.409,,0.38,,,,,
6,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
7,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
8,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
9,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
10,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
11,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
12,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
13,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
14,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
15,1986-01-15 00:00:00,0.27595238095238095,,0.34,0.334,,0.334,,,,,
16,1986-01-15 00:00:00,0.27595238095238095,0.4423809523809523,0.34,0.334,,0.334,,,,,
17,1986-01-15 00:00:00,0.27595238095238095,0.4423809523809523,0.34,0.334,,0.334,,,,,
18,1986-01-15 00:00:00,0.27595238095238095,0.4423809523809523,0.34,0.334,,0.334,,,,,
19,1986-01-15 00:00:00,0.27595238095238095,0.4423809523809523,0.34,0.334,,0.334,,,,,
20,1986-01-15 00:00:00,0.27595238095238095,0.4359523809523809,0.34,0.334,,0.334,,,,,
21,1986-01-15 00:00:00,0.27595238095238095,0.4359523809523809,0.34,0.334,,0.334,,,,,
22,1986-01-15 00:00:00,0.27595238095238095,0.42333333333333334,0.34,0.334,,0.334,,,,,
23,1986-01-15 00:00:00,0.27595238095238095,0.40595238095238095,0.34,0.334,,0.334,,,,,
24,1986-01-15 00:00:00,0.27595238095238095,0.39880952380952384,0.34,0.334,,0.334,,,,,
25,1986-01-15 00:00:00,0.27595238095238095,0.37452380952380954,0.34,0.334,,0.334,,,,,
26,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
27,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
28,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
29,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
30,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
31,1986-01-15 00:00:00,0.27595238095238095,0.3507142857142857,0.34,0.334,,0.334,,,,,
32,1986-01-15 00:00:00,0.27595238095238095,0.3138095238095238,0.34,0.334,,0.334,,,,,
33,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
34,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
35,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
36,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
37,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
38,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
39,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
40,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
41,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
42,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
43,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
44,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
45,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
46,1986-01-15 00:00:00,0.27595238095238095,0.2954761904761905,0.34,0.334,,0.334,,,,,
